Gene	Eif3b_1	Eif3b_2	IgG_1	IgG_2	Symbol	Chr	GeneType	Description
ENSG00000277739.1	13.17	8.94	0.0	26.15	RNA5-8S5	chr21	rRNA	RNA, 5.8S ribosomal 5
ENSG00000101493.10	6.7	7.45	2.01	3.94	ZNF516	chr18	protein_coding	zinc finger protein 516
ENSG00000171503.11	4.5	5.0	7.45	1.22	ETFDH	chr4	protein_coding	electron-transferring-flavoprotein dehydrogenase
ENSG00000261801.5	1.66	1.59	0.0	0.0	LOXL1-AS1	chr15	antisense	LOXL1 antisense RNA 1
ENSG00000258140.1	1.58	0.4	0.0	0.0	RP11-324P9.1	chr12	lincRNA		--
ENSG00000119938.8	0.0	0.81	0.0	0.0	PPP1R3C	chr10	protein_coding	protein phosphatase 1, regulatory subunit 3C
ENSG00000270449.1	0.0	3.44	0.0	0.0	RP11-681H10.1	chr11	processed_pseudogene		--
ENSG00000272162.1	4.23	1.29	0.0	5.04	RP11-637O19.3	chr6	protein_coding		--
ENSG00000178896.6	6.06	7.32	0.0	4.51	EXOSC4	chr8	protein_coding	exosome component 4
ENSG00000224897.6	2.4	1.16	1.39	0.0	POT1-AS1	chr7	antisense	POT1 antisense RNA 1
ENSG00000205078.5	0.0	0.8	0.0	0.0	SYCE1L	chr16	protein_coding	synaptonemal complex central element protein 1-like
ENSG00000203402.2	0.0	1.43	0.0	0.0	RP11-571E6.3	chrX	lincRNA		--
ENSG00000240857.1	8.89	5.39	5.14	5.04	RDH14	chr2	protein_coding	retinol dehydrogenase 14 (all-trans/9-cis/11-cis)
ENSG00000100427.15	0.65	0.82	3.93	0.0	MLC1	chr22	protein_coding	megalencephalic leukoencephalopathy with subcortical cysts 1
ENSG00000143333.6	4.7	4.79	0.0	4.94	RGS16	chr1	protein_coding	regulator of G-protein signaling 16
ENSG00000255510.1	0.0	1.44	0.0	0.0	OR8A2P	chr11	unprocessed_pseudogene	olfactory receptor, family 8, subfamily A, member 2 pseudogene
ENSG00000183154.1	2.9	0.66	0.0	0.0	RP11-863K10.7	chr8	antisense		--
ENSG00000279699.1	1.55	0.0	0.0	0.0	RP1-102K2.9	chr22	TEC		--
ENSG00000224614.1	0.32	0.0	0.0	0.0	TNK2-AS1	chr3	antisense	TNK2 antisense RNA 1
ENSG00000198855.6	1.41	1.35	0.0	0.0	FICD	chr12	protein_coding	FIC domain containing
ENSG00000100258.17	29.97	30.0	3.06	12.0	LMF2	chr22	protein_coding	lipase maturation factor 2
ENSG00000115902.10	3.29	3.72	1.74	5.97	SLC1A4	chr2	protein_coding	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
ENSG00000181016.9	0.0	0.68	0.0	0.0	LSMEM1	chr7	protein_coding	leucine-rich single-pass membrane protein 1
ENSG00000171456.16	8.37	8.85	9.68	5.7	ASXL1	chr20	protein_coding	additional sex combs like transcriptional regulator 1
ENSG00000260371.1	2.38	1.21	0.0	0.0	RP11-343C2.9	chr16	protein_coding		--
ENSG00000229224.1	0.0	0.0	0.0	9.95	AC105398.3	chr2	antisense		--
ENSG00000259635.1	0.0	0.42	0.0	0.0	AC100830.3	chr15	antisense		--
ENSG00000197785.13	6.96	5.62	11.65	2.86	ATAD3A	chr1	protein_coding	ATPase family, AAA domain containing 3A
ENSG00000130560.8	12.59	12.27	4.37	10.71	UBAC1	chr9	protein_coding	UBA domain containing 1
ENSG00000166619.12	6.44	5.24	9.38	6.14	BLCAP	chr20	protein_coding	bladder cancer associated protein
ENSG00000201439.1	9.53	0.0	0.0	0.0	RNU4-67P	chr12	snRNA	RNA, U4 small nuclear 67, pseudogene
ENSG00000157538.13	0.41	0.73	0.0	2.46	DSCR3	chr21	protein_coding	Down syndrome critical region 3
ENSG00000127980.15	1.07	1.01	0.0	0.0	PEX1	chr7	protein_coding	peroxisomal biogenesis factor 1
ENSG00000259172.1	4.15	3.43	12.59	0.0	RP11-299G20.2	chr15	antisense		--
ENSG00000166557.12	3.73	4.01	1.69	1.25	TMED3	chr15	protein_coding	transmembrane emp24 protein transport domain containing 3
ENSG00000162461.7	0.67	0.23	2.73	0.0	SLC25A34	chr1	protein_coding	solute carrier family 25, member 34
ENSG00000168496.3	8.48	7.59	31.96	15.68	FEN1	chr11	protein_coding	flap structure-specific endonuclease 1
ENSG00000105929.15	0.0	0.41	0.0	0.0	ATP6V0A4	chr7	protein_coding	ATPase, H+ transporting, lysosomal V0 subunit a4
ENSG00000215520.3	0.0	1.79	0.0	0.0	RPS4XP4	chr1	processed_pseudogene	ribosomal protein S4X pseudogene 4
ENSG00000242568.1	0.0	1.75	0.0	0.0	RP11-875H7.1	chr3	lincRNA		--
ENSG00000114378.16	2.81	1.87	5.26	0.0	HYAL1	chr3	protein_coding	hyaluronoglucosaminidase 1
ENSG00000274139.1	0.0	1.33	0.0	15.51	RP11-14C10.3	chr15	sense_intronic		--
ENSG00000160055.19	4.76	7.51	0.0	5.67	TMEM234	chr1	protein_coding	transmembrane protein 234
ENSG00000264869.1	3.88	0.99	0.0	0.0	RP11-526H11.1	chr18	lincRNA		--
ENSG00000281303.1	0.0	2.51	0.0	0.0	AL008707.1	chrX	miRNA		--
ENSG00000115163.14	12.03	8.71	22.46	13.78	CENPA	chr2	protein_coding	centromere protein A
ENSG00000075415.12	10.48	10.17	19.03	8.17	SLC25A3	chr12	protein_coding	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3
ENSG00000090060.17	6.77	5.35	9.99	5.99	PAPOLA	chr14	protein_coding	poly(A) polymerase alpha
ENSG00000119973.4	0.74	1.07	0.0	1.47	PRLHR	chr10	protein_coding	prolactin releasing hormone receptor
ENSG00000280871.1	215.68	159.96	0.0	146.81	AL021918.1	chr6	miRNA		--
ENSG00000260347.1	0.0	0.42	0.0	0.0	MOCS1P1	chr16	processed_pseudogene	molybdenum cofactor synthesis 1 pseudogene 1
ENSG00000251402.3	0.0	0.49	0.0	0.0	FAM90A25P	chr8	unprocessed_pseudogene	family with sequence similarity 90, member A25, pseudogene
ENSG00000072134.15	3.63	5.89	2.84	4.88	EPN2	chr17	protein_coding	epsin 2
ENSG00000123171.6	0.0	0.3	0.0	0.0	CCDC70	chr13	protein_coding	coiled-coil domain containing 70
ENSG00000184999.11	0.66	0.0	0.0	0.0	SLC22A10	chr11	protein_coding	solute carrier family 22, member 10
ENSG00000213760.10	0.0	0.43	0.0	0.0	ATP6V1G2	chr6	protein_coding	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2
ENSG00000207614.1	15.27	3.88	0.0	0.0	MIR193A	chr17	miRNA	microRNA 193a
ENSG00000112337.10	0.52	0.8	0.0	0.0	SLC17A2	chr6	protein_coding	solute carrier family 17, member 2
ENSG00000164237.8	3.74	3.22	13.97	0.0	CMBL	chr5	protein_coding	carboxymethylenebutenolidase homolog (Pseudomonas)
ENSG00000125637.15	0.95	0.75	2.87	1.41	PSD4	chr2	protein_coding	pleckstrin and Sec7 domain containing 4
ENSG00000151466.11	2.4	1.95	0.0	1.43	SCLT1	chr4	protein_coding	sodium channel and clathrin linker 1
ENSG00000275138.1	5.62	2.86	0.0	0.0	RP11-432L12.1	chr6	processed_pseudogene		--
ENSG00000262185.1	1.45	0.49	0.0	2.87	RP11-462G12.1	chr16	sense_overlapping		--
ENSG00000139629.15	1.98	2.52	6.02	1.48	GALNT6	chr12	protein_coding	polypeptide N-acetylgalactosaminyltransferase 6
ENSG00000267788.1	0.0	2.64	0.0	0.0	CTD-2534I21.9	chr17	lincRNA		--
ENSG00000150630.3	0.65	0.66	7.9	0.0	VEGFC	chr4	protein_coding	vascular endothelial growth factor C
ENSG00000117533.14	2.34	1.06	0.0	0.0	VAMP4	chr1	protein_coding	vesicle-associated membrane protein 4
ENSG00000277232.2	1.33	0.68	0.0	2.64	GTSE1-AS1	chr22	lincRNA	GTSE1 antisense RNA 1 (head to head)
ENSG00000187010.18	1.08	0.66	0.0	2.58	RHD	chr1	protein_coding	Rh blood group, D antigen
ENSG00000160299.16	10.37	13.63	13.13	8.71	PCNT	chr21	protein_coding	pericentrin
ENSG00000128383.12	0.71	1.08	0.0	0.0	APOBEC3A	chr22	protein_coding	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A
ENSG00000177542.10	5.7	7.15	2.47	2.43	SLC25A22	chr11	protein_coding	solute carrier family 25 (mitochondrial carrier: glutamate), member 22
ENSG00000130956.13	6.16	5.87	3.11	0.0	HABP4	chr9	protein_coding	hyaluronan binding protein 4
ENSG00000007944.14	3.99	3.38	0.0	0.0	MYLIP	chr6	protein_coding	myosin regulatory light chain interacting protein
ENSG00000070182.17	1.99	2.9	0.0	2.67	SPTB	chr14	protein_coding	spectrin, beta, erythrocytic
ENSG00000197894.10	1.03	3.14	15.59	3.06	ADH5	chr4	protein_coding	alcohol dehydrogenase 5 (class III), chi polypeptide
ENSG00000162337.11	15.36	16.04	3.16	18.61	LRP5	chr11	protein_coding	low density lipoprotein receptor-related protein 5
ENSG00000232109.1	1.28	1.3	15.55	0.0	AL022344.2	chr10	processed_pseudogene		--
ENSG00000136280.15	7.3	8.71	0.0	3.0	CCM2	chr7	protein_coding	cerebral cavernous malformation 2
ENSG00000153012.11	1.57	0.43	0.0	3.73	LGI2	chr4	protein_coding	leucine-rich repeat LGI family, member 2
ENSG00000101104.12	9.35	9.28	0.0	3.71	PABPC1L	chr20	protein_coding	poly(A) binding protein, cytoplasmic 1-like
ENSG00000175513.9	0.0	0.36	0.0	0.0	TSGA10IP	chr11	protein_coding	testis specific, 10 interacting protein
ENSG00000234476.1	1.35	0.0	8.22	0.0	RP11-496N12.6	chr1	sense_intronic		--
ENSG00000254344.1	0.0	1.29	0.0	0.0	LINC01288	chr8	lincRNA	long intergenic non-protein coding RNA 1288
ENSG00000105501.11	0.0	0.74	5.86	0.0	SIGLEC5	chr19	protein_coding	sialic acid binding Ig-like lectin 5
ENSG00000270240.2	0.0	3.1	0.0	0.0	AC015849.2	chr17	antisense		--
ENSG00000237036.4	2.1	0.89	4.26	1.04	ZEB1-AS1	chr10	antisense	ZEB1 antisense RNA 1
ENSG00000257390.5	3.35	5.49	4.51	4.43	RP11-762I7.5	chr12	protein_coding		--
ENSG00000074855.10	4.63	6.31	3.63	2.67	ANO8	chr19	protein_coding	anoctamin 8
ENSG00000182352.8	1.06	0.68	0.0	1.58	C17orf77	chr17	antisense	chromosome 17 open reading frame 77
ENSG00000198794.11	1.8	1.65	4.37	0.0	SCAMP5	chr15	protein_coding	secretory carrier membrane protein 5
ENSG00000049249.8	0.45	0.97	0.0	0.0	TNFRSF9	chr1	protein_coding	tumor necrosis factor receptor superfamily, member 9
ENSG00000275728.1	0.0	1.87	0.0	0.0	RP4-777L9.3	chr20	lincRNA		--
ENSG00000189283.9	4.23	4.67	0.0	4.2	FHIT	chr3	protein_coding	fragile histidine triad
ENSG00000204310.10	1.77	1.1	0.0	0.0	AGPAT1	chr6	protein_coding	1-acylglycerol-3-phosphate O-acyltransferase 1
ENSG00000236947.5	1.36	0.69	0.0	4.04	RP11-98G7.1	chr1	lincRNA		--
ENSG00000218048.2	0.0	1.41	16.85	12.4	RP3-407E4.4	chr6	unprocessed_pseudogene		--
ENSG00000257890.1	8.5	0.0	0.0	0.0	RP11-114F10.2	chr12	lincRNA		--
ENSG00000082458.11	2.85	4.05	1.19	5.86	DLG3	chrX	protein_coding	discs, large homolog 3 (Drosophila)
ENSG00000197934.8	1.57	1.6	0.0	4.69	CYYR1-AS1	chr21	antisense	cysteine/tyrosine-rich 1 antisense RNA 1
ENSG00000241634.1	5.28	1.34	0.0	15.72	RP11-381E24.1	chr3	processed_pseudogene		--
ENSG00000231738.10	0.0	0.34	0.0	0.0	TSPAN19	chr12	protein_coding	tetraspanin 19
ENSG00000123485.11	3.37	5.47	5.11	2.51	HJURP	chr2	protein_coding	Holliday junction recognition protein
ENSG00000148019.12	2.77	2.47	2.11	3.44	CEP78	chr9	protein_coding	centrosomal protein 78kDa
ENSG00000185721.11	2.31	3.72	0.0	20.62	DRG1	chr22	protein_coding	developmentally regulated GTP binding protein 1
ENSG00000171475.13	3.52	3.85	1.07	0.52	WIPF2	chr17	protein_coding	WAS/WASL interacting protein family, member 2
ENSG00000260209.1	1.79	0.91	0.0	0.0	RP11-680F20.10	chr11	lincRNA		--
ENSG00000232212.1	0.0	1.52	0.0	0.0	RP11-398M15.1	chr1	lincRNA		--
ENSG00000171368.11	5.58	6.42	5.42	3.32	TPPP	chr5	protein_coding	tubulin polymerization promoting protein
ENSG00000186442.7	0.29	0.59	0.0	0.0	KRT3	chr12	protein_coding	keratin 3, type II
ENSG00000148680.15	0.64	0.33	0.0	1.28	HTR7	chr10	protein_coding	5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled
ENSG00000260528.3	0.0	0.17	0.0	0.0	FAM157C	chr16	lincRNA	family with sequence similarity 157, member C
ENSG00000183444.10	0.0	0.69	0.0	0.0	OR7E38P	chr7	unprocessed_pseudogene	olfactory receptor, family 7, subfamily E, member 38 pseudogene
ENSG00000223509.8	0.68	1.21	0.0	0.0	RP11-632K20.7	chr15	transcribed_processed_pseudogene		--
ENSG00000171502.14	0.2	0.95	0.0	1.17	COL24A1	chr1	protein_coding	collagen, type XXIV, alpha 1
ENSG00000196517.11	2.8	4.52	3.78	3.71	SLC6A9	chr1	protein_coding	solute carrier family 6 (neurotransmitter transporter, glycine), member 9
ENSG00000136560.13	0.97	1.36	2.94	0.0	TANK	chr2	protein_coding	TRAF family member-associated NFKB activator
ENSG00000140543.13	2.87	2.63	0.0	0.0	DET1	chr15	protein_coding	de-etiolated homolog 1 (Arabidopsis)
ENSG00000265752.2	0.0	0.64	0.0	0.0	RP11-403A21.1	chr18	lincRNA		--
ENSG00000171408.13	0.48	0.43	2.9	0.0	PDE7B	chr6	protein_coding	phosphodiesterase 7B
ENSG00000280199.1	0.0	0.91	0.0	0.0	RP1-34P24.3	chr22	lincRNA		--
ENSG00000174405.13	1.38	1.79	0.0	1.82	LIG4	chr13	protein_coding	ligase IV, DNA, ATP-dependent
ENSG00000230084.5	0.93	1.89	0.0	0.0	RP4-613B23.1	chr3	antisense		--
ENSG00000176695.6	0.0	0.0	0.0	6.86	OR4F17	chr19	protein_coding	olfactory receptor, family 4, subfamily F, member 17
ENSG00000171791.11	0.97	1.3	1.07	3.14	BCL2	chr18	protein_coding	B-cell CLL/lymphoma 2
ENSG00000237638.1	1.38	1.28	0.0	0.0	AC007386.2	chr2	lincRNA		--
ENSG00000077044.9	7.77	8.55	5.1	3.13	DGKD	chr2	protein_coding	diacylglycerol kinase, delta 130kDa
ENSG00000222230.1	0.0	10.06	0.0	0.0	RNA5SP158	chr4	rRNA	RNA, 5S ribosomal pseudogene 158
ENSG00000146828.17	9.43	9.98	4.58	4.49	SLC12A9	chr7	protein_coding	solute carrier family 12, member 9
ENSG00000279633.1	0.7	0.36	0.0	4.16	RP11-442G21.2	chr14	TEC		--
ENSG00000275649.1	0.0	2.77	0.0	0.0	RP11-286O1.1	chr9	lincRNA		--
ENSG00000216915.2	0.0	0.23	0.0	0.0	RP1-97D16.1	chr6	processed_pseudogene		--
ENSG00000236621.3	0.0	0.77	0.0	0.0	OR52E1	chr11	pseudogene	olfactory receptor, family 52, subfamily E, member 1 (gene/pseudogene)
ENSG00000228176.1	0.0	1.37	0.0	0.0	RP4-656G21.1	chr1	lincRNA		--
ENSG00000101222.12	0.85	0.87	0.0	0.0	SPEF1	chr20	protein_coding	sperm flagellar 1
ENSG00000213924.3	0.0	0.85	0.0	0.0	HNRNPH1P2	chrX	processed_pseudogene	heterogeneous nuclear ribonucleoprotein H1 pseudogene 2
ENSG00000158887.15	0.67	0.51	0.0	0.0	MPZ	chr1	protein_coding	myelin protein zero
ENSG00000165646.11	1.05	0.71	0.0	2.08	SLC18A2	chr10	protein_coding	solute carrier family 18 (vesicular monoamine transporter), member 2
ENSG00000057294.13	0.0	1.23	0.0	1.8	PKP2	chr12	protein_coding	plakophilin 2
ENSG00000111886.10	0.0	0.41	0.0	4.76	GABRR2	chr6	protein_coding	gamma-aminobutyric acid (GABA) A receptor, rho 2
ENSG00000111266.8	6.14	3.32	10.87	3.05	DUSP16	chr12	protein_coding	dual specificity phosphatase 16
ENSG00000237510.7	0.0	0.46	0.0	0.0	AC008268.2	chr2	transcribed_unprocessed_pseudogene		--
ENSG00000117139.16	3.41	3.92	6.24	6.51	KDM5B	chr1	protein_coding	lysine (K)-specific demethylase 5B
ENSG00000259102.2	0.0	0.0	0.0	3.25	SMARCE1P3	chr14	processed_pseudogene	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 3
ENSG00000234359.3	2.32	0.59	0.0	0.0	ELK1P1	chr7	processed_pseudogene	ELK1, member of ETS oncogene family pseudogene 1
ENSG00000121022.13	7.09	5.74	7.82	3.84	COPS5	chr8	protein_coding	COP9 signalosome subunit 5
ENSG00000149124.10	0.53	0.4	0.0	0.0	GLYAT	chr11	protein_coding	glycine-N-acyltransferase
ENSG00000008405.11	5.14	5.44	7.49	2.45	CRY1	chr12	protein_coding	cryptochrome circadian clock 1
ENSG00000219451.3	0.0	1.6	0.0	0.0	AC005251.3	chr7	processed_pseudogene		--
ENSG00000137434.11	1.52	0.39	0.0	0.0	C6orf52	chr6	protein_coding	chromosome 6 open reading frame 52
ENSG00000263394.1	0.0	0.9	0.0	0.0	RP11-160E2.19	chr17	lincRNA		--
ENSG00000167136.6	17.19	6.71	13.92	3.41	ENDOG	chr9	protein_coding	endonuclease G
ENSG00000168490.13	6.03	8.09	9.77	9.58	PHYHIP	chr8	protein_coding	phytanoyl-CoA 2-hydroxylase interacting protein
ENSG00000125900.12	0.0	0.35	4.16	0.0	SIRPD	chr20	protein_coding	signal-regulatory protein delta
ENSG00000102048.15	0.65	1.66	0.0	0.0	ASB9	chrX	protein_coding	ankyrin repeat and SOCS box containing 9
ENSG00000274922.1	0.66	0.67	0.0	0.0	RP11-88E10.5	chr13	lincRNA		--
ENSG00000185753.12	2.22	1.92	4.05	1.99	CXorf38	chrX	protein_coding	chromosome X open reading frame 38
ENSG00000186675.6	0.0	0.3	0.0	0.0	MAGEE2	chrX	protein_coding	melanoma antigen family E2
ENSG00000120697.8	5.56	6.22	13.49	0.0	ALG5	chr13	protein_coding	ALG5, dolichyl-phosphate beta-glucosyltransferase
ENSG00000164299.6	1.44	0.73	0.0	4.28	SPZ1	chr5	protein_coding	spermatogenic leucine zipper 1
ENSG00000172728.15	2.46	4.47	21.31	2.09	FUT10	chr8	protein_coding	fucosyltransferase 10 (alpha (1,3) fucosyltransferase)
ENSG00000213316.9	2.02	3.08	24.49	0.0	LTC4S	chr5	protein_coding	leukotriene C4 synthase
ENSG00000015285.10	0.0	0.37	0.0	6.49	WAS	chrX	protein_coding	Wiskott-Aldrich syndrome
ENSG00000121058.4	2.28	1.68	6.15	7.55	COIL	chr17	protein_coding	coilin
ENSG00000280383.1	4.65	3.99	13.41	14.02	CTA-941F9.10	chr22	sense_overlapping		--
ENSG00000197381.15	12.76	12.75	18.22	13.97	ADARB1	chr21	protein_coding	adenosine deaminase, RNA-specific, B1
ENSG00000175387.15	1.22	1.45	1.62	1.36	SMAD2	chr18	protein_coding	SMAD family member 2
ENSG00000031823.14	9.14	7.83	12.61	4.95	RANBP3	chr19	protein_coding	RAN binding protein 3
ENSG00000140406.3	8.32	7.76	5.05	4.95	MESDC1	chr15	protein_coding	mesoderm development candidate 1
ENSG00000170631.14	1.03	1.18	0.0	1.53	ZNF16	chr8	protein_coding	zinc finger protein 16
ENSG00000115461.4	14.48	13.53	78.72	59.22	IGFBP5	chr2	protein_coding	insulin-like growth factor binding protein 5
ENSG00000145439.11	2.78	2.68	1.88	0.0	CBR4	chr4	protein_coding	carbonyl reductase 4
ENSG00000257495.5	0.0	0.42	0.0	0.0	KRT73-AS1	chr12	antisense	KRT73 antisense RNA 1
ENSG00000143612.18	16.82	20.96	49.29	17.27	C1orf43	chr1	protein_coding	chromosome 1 open reading frame 43
ENSG00000230590.7	0.52	2.06	3.16	6.21	FTX	chrX	lincRNA	FTX transcript, XIST regulator (non-protein coding)
ENSG00000088836.12	4.46	2.86	2.35	4.62	SLC4A11	chr20	protein_coding	solute carrier family 4, sodium borate transporter, member 11
ENSG00000178188.14	5.16	5.84	7.67	7.53	SH2B1	chr16	protein_coding	SH2B adaptor protein 1
ENSG00000151176.7	7.55	9.32	6.79	5.83	PLBD2	chr12	protein_coding	phospholipase B domain containing 2
ENSG00000254614.2	0.81	0.0	9.81	0.0	AP003068.23	chr11	antisense		--
ENSG00000189298.13	1.11	0.85	0.0	0.0	ZKSCAN3	chr6	protein_coding	zinc finger with KRAB and SCAN domains 3
ENSG00000197446.8	0.0	0.6	0.0	0.0	CYP2F1	chr19	protein_coding	cytochrome P450, family 2, subfamily F, polypeptide 1
ENSG00000232366.1	0.0	0.0	0.0	9.51	VDAC1P9	chr1	processed_pseudogene	voltage-dependent anion channel 1 pseudogene 9
ENSG00000248908.1	1.17	0.0	0.0	0.0	RP11-730N24.1	chr5	lincRNA		--
ENSG00000232800.1	0.99	0.0	0.0	0.0	SLC7A15P	chr2	unitary_pseudogene	solute carrier family 7, member 15, pseudogene
ENSG00000256825.4	2.93	0.5	0.0	0.0	CTD-2140B24.4	chr12	protein_coding		--
ENSG00000161533.11	4.11	2.63	2.12	4.17	ACOX1	chr17	protein_coding	acyl-CoA oxidase 1, palmitoyl
ENSG00000259928.1	0.0	0.9	0.0	0.0	RP11-218M11.1	chr17	lincRNA		--
ENSG00000154144.12	2.35	2.39	2.04	3.0	TBRG1	chr11	protein_coding	transforming growth factor beta regulator 1
ENSG00000258683.1	0.0	1.9	0.0	0.0	RP11-11K13.1	chr14	lincRNA		--
ENSG00000101665.8	5.05	3.32	12.77	0.0	SMAD7	chr18	protein_coding	SMAD family member 7
ENSG00000070366.13	3.55	2.92	2.54	3.73	SMG6	chr17	protein_coding	SMG6 nonsense mediated mRNA decay factor
ENSG00000225509.1	1.46	0.37	13.29	0.0	AIFM1P1	chr10	processed_pseudogene	apoptosis-inducing factor, mitochondrion-associated, 1 pseudogene 1
ENSG00000199260.1	12.79	0.0	0.0	0.0	RNU6-874P	chr11	snRNA	RNA, U6 small nuclear 874, pseudogene
ENSG00000162882.14	1.06	1.08	0.0	0.0	HAAO	chr2	protein_coding	3-hydroxyanthranilate 3,4-dioxygenase
ENSG00000227744.4	0.19	0.39	0.0	3.44	FLJ43879	chr2	lincRNA		--
ENSG00000136381.12	3.89	3.24	3.43	1.68	IREB2	chr15	protein_coding	iron-responsive element binding protein 2
ENSG00000273987.1	0.0	0.0	0.0	29.03	RP11-585P4.6	chr12	sense_intronic		--
ENSG00000064490.13	7.54	5.33	10.17	4.99	RFXANK	chr19	protein_coding	regulatory factor X-associated ankyrin-containing protein
ENSG00000259929.5	1.82	0.0	0.0	0.0	CTA-481E9.4	chr16	lincRNA		--
ENSG00000233197.1	3.95	0.0	0.0	0.0	TMEM256P1	chr10	processed_pseudogene	transmembrane protein 256 pseudogene 1
ENSG00000162144.9	3.65	4.85	5.71	1.4	CYB561A3	chr11	protein_coding	cytochrome b561 family, member A3
ENSG00000119522.15	3.94	3.05	1.99	0.98	DENND1A	chr9	protein_coding	DENN/MADD domain containing 1A
ENSG00000179913.10	0.6	0.0	0.0	0.0	B3GNT3	chr19	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3
ENSG00000109321.10	1.08	1.1	0.0	0.0	AREG	chr4	protein_coding	amphiregulin
ENSG00000224999.1	0.78	0.79	0.0	0.0	VTA1P1	chr6	processed_pseudogene	vesicle (multivesicular body) trafficking 1 pseudogene 1
ENSG00000152556.15	8.41	6.77	14.3	9.02	PFKM	chr12	protein_coding	phosphofructokinase, muscle
ENSG00000105499.13	1.59	0.95	0.0	0.0	PLA2G4C	chr19	protein_coding	phospholipase A2, group IVC (cytosolic, calcium-independent)
ENSG00000109016.17	3.74	2.14	0.0	0.0	DHRS7B	chr17	protein_coding	dehydrogenase/reductase (SDR family) member 7B
ENSG00000135637.13	21.89	21.48	47.88	32.89	CCDC142	chr2	protein_coding	coiled-coil domain containing 142
ENSG00000257780.5	0.0	2.4	0.0	0.0	GLYCAM1	chr12	unitary_pseudogene	glycosylation dependent cell adhesion molecule 1 (pseudogene)
ENSG00000171867.16	5.31	4.5	9.21	0.0	PRNP	chr20	protein_coding	prion protein
ENSG00000242315.3	0.0	3.44	0.0	0.0	RN7SL685P	chr8	misc_RNA	RNA, 7SL, cytoplasmic 685, pseudogene
ENSG00000116721.9	0.0	0.32	0.0	0.0	PRAMEF1	chr1	protein_coding	PRAME family member 1
ENSG00000275340.1	0.69	0.8	0.0	0.0	FGD5P1	chr3	transcribed_unprocessed_pseudogene	FYVE, RhoGEF and PH domain containing 5 pseudogene 1
ENSG00000235058.1	5.37	2.74	0.0	0.0	ZMYND10-AS1	chr3	antisense	ZMYND10 antisense RNA 1
ENSG00000099940.11	3.92	3.43	9.51	5.6	SNAP29	chr22	protein_coding	synaptosomal-associated protein, 29kDa
ENSG00000263731.1	3.26	3.19	9.12	2.98	RP11-498C9.15	chr17	lincRNA		--
ENSG00000243154.1	0.0	0.89	0.0	0.0	CTD-2501O3.2	chr3	processed_pseudogene		--
ENSG00000236213.1	0.0	1.25	0.0	0.0	AC006369.2	chr2	antisense		--
ENSG00000251293.1	97.73	67.9	546.13	323.36	CTC-552D5.1	chr5	lincRNA		--
ENSG00000184022.3	0.0	0.73	0.0	0.0	OR2T10	chr1	protein_coding	olfactory receptor, family 2, subfamily T, member 10
ENSG00000043591.5	19.78	26.36	57.16	35.06	ADRB1	chr10	protein_coding	adrenoceptor beta 1
ENSG00000198363.15	5.64	6.23	13.6	9.06	ASPH	chr8	protein_coding	aspartate beta-hydroxylase
ENSG00000178229.7	31.94	31.49	53.49	54.67	ZNF543	chr19	protein_coding	zinc finger protein 543
ENSG00000223040.1	4.82	3.68	0.0	0.0	RN7SKP144	chr3	misc_RNA	RNA, 7SK small nuclear pseudogene 144
ENSG00000257434.1	0.84	0.32	0.0	0.0	RP11-81K13.1	chr12	antisense		--
ENSG00000243738.3	0.0	2.47	0.0	0.0	RN7SL181P	chr9	misc_RNA	RNA, 7SL, cytoplasmic 181, pseudogene
ENSG00000010626.14	1.6	0.82	6.48	4.77	LRRC23	chr12	protein_coding	leucine rich repeat containing 23
ENSG00000231290.5	0.48	0.97	0.0	0.0	APCDD1L-AS1	chr20	processed_transcript	APCDD1L antisense RNA 1 (head to head)
ENSG00000112078.13	3.59	2.92	2.9	7.12	KCTD20	chr6	protein_coding	potassium channel tetramerization domain containing 20
ENSG00000255420.1	0.86	0.0	0.0	5.12	CASC23	chr11	antisense	cancer susceptibility candidate 23 (non-protein coding)
ENSG00000140600.16	2.9	1.47	0.0	3.45	SH3GL3	chr15	protein_coding	SH3-domain GRB2-like 3
ENSG00000157540.19	2.55	2.59	6.37	0.89	DYRK1A	chr21	protein_coding	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A
ENSG00000236544.1	2.52	0.64	0.0	0.0	AC008060.8	chr7	lincRNA		--
ENSG00000148604.13	1.44	1.1	0.0	0.0	RGR	chr10	protein_coding	retinal G protein coupled receptor
