#Chr	Start	End	PeakID	Tags	Strand	Length	maxHeight	Summit
chr5	26975477	26975500	chr5_265450	5	+	24	5	26975479
chr5	27111586	27111623	chr5_265451	6	+	38	6	27111589
chr5	32355470	32355489	chr5_265557	5	+	20	5	32355472
chr5	32585560	32585625	chr5_265559	5	+	66	4	32585592
chr5	34929647	34929680	chr5_275488	4	-	34	4	34929650
chr5	37298925	37298978	chr5_275598	7	-	54	7	37298946
chr5	38708305	38708327	chr5_275692	5	-	23	5	38708307
chr5	40832666	40832731	chr5_275817	8	-	66	5	40832702
chr5	54890927	54890949	chr5_266264	4	+	23	4	54890930
chr5	56947064	56947071	chr5_276305	5	-	8	5	56947066
chr5	56950627	56950639	chr5_276306	5	-	13	5	56950627
chr5	59170128	59170148	chr5_266415	4	+	21	4	59170130
chr5	65926241	65926286	chr5_266779	5	+	46	5	65926258
chr5	69094208	69094296	chr5_267002	5	+	89	4	69094266
chr5	69556171	69556218	chr5_267081	5	+	48	5	69556184
chr5	72196076	72196118	chr5_267186	6	+	43	6	72196079
chr5	73448065	73448088	chr5_276819	5	-	24	5	73448067
chr5	77776239	77776285	chr5_277012	4	-	47	4	77776253
chr5	78985346	78985367	chr5_277129	4	-	22	4	78985350
chr5	80704350	80704370	chr5_277278	4	-	21	4	80704352
chr5	80746534	80746552	chr5_277279	4	-	19	4	80746535
chr5	82278319	82278351	chr5_277408	8	-	33	7	82278332
chr5	86620517	86620569	chr5_268043	33	+	53	31	86620550
chr5	88761223	88761242	chr5_268131	4	+	20	4	88761224
chr5	95550596	95550647	chr5_277905	7	-	52	7	95550613
chr5	95731548	95731571	chr5_277912	5	-	24	5	95731550
chr5	98928541	98928576	chr5_278000	4	-	36	4	98928554
chr5	107671035	107671092	chr5_278366	5	-	58	4	107671070
chr5	112161504	112161541	chr5_269097	9	+	38	9	112161510
chr5	112161576	112161613	chr5_269099	12	+	38	12	112161588
chr5	123655003	123655029	chr5_269626	4	+	27	4	123655004
chr5	126777620	126777730	chr5_269659	12	+	111	6	126777640
chr5	126777733	126777809	chr5_269660	6	+	77	5	126777752
chr5	127526723	127526769	chr5_269751	5	+	47	5	127526742
chr5	128537983	128538037	chr5_279178	6	-	55	5	128538002
chr5	132825189	132825212	chr5_279494	4	-	24	4	132825196
chr5	132866934	132867035	chr5_270063	8	+	102	6	132866999
chr5	133052067	133052139	chr5_270078	9	+	73	8	133052102
chr5	134738605	134738721	chr5_270203	9	+	117	4	134738622
chr5	138391363	138391401	chr5_270590	4	+	39	4	138391369
chr5	138561045	138561099	chr5_280063	19	-	55	17	138561074
chr5	139274136	139274161	chr5_270728	5	+	26	5	139274156
chr5	139276171	139276325	chr5_270733	52	+	155	24	139276301
chr5	139278778	139278918	chr5_270736	29	+	141	12	139278782
chr5	139278920	139278979	chr5_270737	17	+	60	14	139278950
chr5	139561536	139561589	chr5_270830	4	+	54	4	139561570
chr5	140124180	140124208	chr5_280274	3	-	29	3	140124191
chr5	140401963	140402008	chr5_270996	8	+	46	8	140401977
chr5	140643618	140643682	chr5_271101	5	+	65	4	140643648
chr5	140711297	140711373	chr5_271150	10	+	77	6	140711328
chr5	141360138	141360156	chr5_271183	4	+	19	4	141360139
chr5	141362442	141362460	chr5_271184	4	+	19	4	141362443
chr5	142108812	142108857	chr5_271282	4	+	46	4	142108825
chr5	142394462	142394494	chr5_280602	6	-	33	6	142394465
chr5	147526651	147526672	chr5_271506	5	+	22	5	147526653
chr5	149551094	149551243	chr5_280944	11	-	150	5	149551189
chr5	150302431	150302458	chr5_271802	23	+	28	23	150302439
chr5	150368849	150368902	chr5_271824	6	+	54	5	150368867
chr5	150444245	150444330	chr5_280974	12	-	86	8	150444298
chr5	151771988	151772031	chr5_272102	5	+	44	5	151772011
chr5	154755853	154755974	chr5_272281	9	+	122	5	154755921
chr5	154811512	154811559	chr5_272371	6	+	48	6	154811520
chr5	154814689	154814722	chr5_272383	5	+	34	5	154814700
chr5	171388212	171388307	chr5_272970	5	+	96	5	171388269
chr5	173020725	173020781	chr5_273180	9	+	57	8	173020747
chr5	173323361	173323403	chr5_281974	6	-	43	6	173323383
chr5	173328174	173328237	chr5_281994	6	-	64	5	173328213
chr5	174751741	174751762	chr5_282025	4	-	22	4	174751743
chr5	176385220	176385327	chr5_282144	6	-	108	5	176385228
chr5	176657917	176657965	chr5_273499	5	+	49	5	176657941
chr5	177306734	177306805	chr5_273738	6	+	72	5	177306772
chr5	177337135	177337230	chr5_282386	9	-	96	7	177337184
chr5	177337367	177337403	chr5_282387	5	-	37	5	177337376
chr5	177338547	177338592	chr5_282391	6	-	46	6	177338574
chr5	177512343	177512393	chr5_282517	4	-	51	4	177512363
chr5	177536494	177536527	chr5_282561	4	-	34	4	177536509
chr5	177594222	177594264	chr5_273848	6	+	43	6	177594235
chr5	177595634	177595676	chr5_273854	5	+	43	5	177595640
chr5	178149589	178149707	chr5_282633	10	-	119	6	178149632
chr5	178187141	178187160	chr5_273921	4	+	20	4	178187143
chr5	178204532	178204781	chr5_273922	23	+	250	7	178204666
chr5	178204790	178204935	chr5_273923	17	+	146	6	178204873
chr5	178210602	178210662	chr5_273948	6	+	61	5	178210611
chr5	178210886	178210941	chr5_273951	6	+	56	6	178210921
chr5	179617819	179617909	chr5_282830	9	-	91	5	179617845
chr5	179623594	179623653	chr5_282877	6	-	60	5	179623620
chr5	179698969	179699044	chr5_274052	13	+	76	9	179699003
chr5	179716123	179716294	chr5_274079	21	+	172	10	179716223
chr5	179719667	179719781	chr5_274081	18	+	115	7	179719669
chr5	179720403	179720497	chr5_274083	13	+	95	8	179720463
chr5	179728702	179728739	chr5_274102	7	+	38	7	179728709
chr5	179729307	179729362	chr5_274105	6	+	56	6	179729322
chr5	179729447	179729508	chr5_274108	14	+	62	12	179729459
chr5	179799015	179799121	chr5_282904	11	-	107	5	179799084
chr5	179801607	179801686	chr5_282921	7	-	80	5	179801653
chr5	179863207	179863234	chr5_282990	6	-	28	6	179863213
chr5	180630677	180630756	chr5_283347	7	-	80	4	180630729
chr5	181173678	181173725	chr5_274340	6	+	48	6	181173704
chr5	181191727	181191765	chr5_283409	9	-	39	9	181191746
chr5	181207784	181207830	chr5_274348	13	+	47	13	181207803
chr5	181239489	181239558	chr5_283433	18	-	70	17	181239503
chr5	181241456	181241509	chr5_283436	7	-	54	7	181241491
chr5	181241611	181241655	chr5_283438	10	-	45	10	181241633
chr5	181241815	181241890	chr5_283440	52	-	76	46	181241838
chr5	181242121	181242243	chr5_283443	18	-	123	11	181242173
chr5	181242262	181242345	chr5_283444	29	-	84	17	181242277
chr5	181243286	181243378	chr5_283449	102	-	93	65	181243347
chr5	181243691	181243863	chr5_283451	46	-	173	18	181243803
chr5	181306600	181306652	chr5_274405	6	+	53	5	181306617
chr6	1611956	1612016	chr6_241918	7	+	61	5	1611984
chr6	2623620	2623640	chr6_253547	5	-	21	5	2623622
chr6	2765827	2765860	chr6_242004	4	+	34	4	2765842
chr6	3227528	3227587	chr6_253602	5	-	60	5	3227557
chr6	3227589	3227650	chr6_253603	5	-	62	4	3227596
chr6	4428032	4428087	chr6_242207	30	+	56	30	4428053
chr6	7888713	7888802	chr6_254026	6	-	90	5	7888762
chr6	8799262	8799284	chr6_254116	6	-	23	6	8799265
chr6	12125211	12125235	chr6_242982	7	+	25	7	12125217
chr6	13711195	13711219	chr6_254342	5	-	25	5	13711197
chr6	17706678	17706781	chr6_254756	12	-	104	6	17706742
chr6	17721783	17721809	chr6_254758	4	-	27	4	17721785
chr6	18236496	18236605	chr6_254823	5	-	110	5	18236585
chr6	18237380	18237516	chr6_254824	5	-	137	4	18237380
chr6	19193965	19193988	chr6_254857	11	-	24	11	19193968
chr6	20402004	20402046	chr6_243424	7	+	43	7	20402020
chr6	21594297	21594345	chr6_243732	7	+	49	7	21594322
chr6	21594551	21594595	chr6_243736	6	+	45	6	21594574
chr6	24720638	24720690	chr6_254982	5	-	53	5	24720657
chr6	26020636	26020709	chr6_243948	7	+	74	6	26020684
chr6	26026964	26027018	chr6_254992	5	-	55	5	26026984
chr6	26027067	26027122	chr6_254993	5	-	56	5	26027102
chr6	26031857	26031952	chr6_255000	22	-	96	13	26031928
chr6	26055848	26055918	chr6_255011	10	-	71	7	26055893
chr6	26056117	26056185	chr6_255014	18	-	69	15	26056128
chr6	26056206	26056322	chr6_255015	24	-	117	10	26056223
chr6	26056325	26056465	chr6_255016	35	-	141	16	26056415
chr6	26103940	26103992	chr6_243957	7	+	53	6	26103959
chr6	26104167	26104218	chr6_243961	5	+	52	5	26104194
chr6	26104219	26104293	chr6_243962	9	+	75	5	26104223
chr6	26124230	26124285	chr6_243964	6	+	56	5	26124245
chr6	26124511	26124657	chr6_243967	18	+	147	10	26124629
chr6	26156572	26156712	chr6_243971	32	+	141	19	26156688
chr6	26156985	26157022	chr6_243976	6	+	38	6	26157000
chr6	26188756	26188829	chr6_255023	4	-	74	4	26188789
chr6	26188851	26188915	chr6_255024	5	-	65	4	26188863
chr6	26199146	26199191	chr6_255031	4	-	46	4	26199164
chr6	26204811	26204856	chr6_243986	4	+	46	4	26204827
chr6	26234940	26234968	chr6_255046	4	-	29	4	26234943
chr6	26250446	26250497	chr6_255049	5	-	52	5	26250461
chr6	26285163	26285249	chr6_255051	7	-	87	6	26285185
chr6	26571912	26571936	chr6_255078	4	-	25	4	26571917
chr6	26553530	26553554	chr6_244073	9	+	25	9	26553533
chr6	26556575	26556627	chr6_244075	5	+	53	5	26556608
chr6	26687256	26687288	chr6_244095	8	+	33	8	26687259
chr6	26756579	26756621	chr6_244098	5	+	43	5	26756592
chr6	27132533	27132599	chr6_255106	7	-	67	5	27132552
chr6	27132754	27132785	chr6_255107	4	-	32	4	27132764
chr6	27133055	27133122	chr6_244108	11	+	68	9	27133067
chr6	27280266	27280345	chr6_255118	9	-	80	6	27280271
chr6	27290654	27290694	chr6_244134	14	+	41	14	27290670
chr6	27293887	27293973	chr6_244135	12	+	87	7	27293923
chr6	27334978	27335031	chr6_255121	6	-	54	6	27334992
chr6	27479673	27479745	chr6_244149	5	+	73	4	27479683
chr6	27547745	27547794	chr6_255148	34	-	50	34	27547765
chr6	27545718	27545767	chr6_244155	9	+	50	9	27545737
chr6	27602565	27602630	chr6_255152	6	-	66	5	27602588
chr6	27650930	27650969	chr6_255158	7	-	40	6	27650947
chr6	27631457	27631522	chr6_244158	7	+	66	4	27631458
chr6	27672440	27672490	chr6_255163	9	-	51	6	27672469
chr6	27808579	27808617	chr6_244176	5	+	39	5	27808582
chr6	27810170	27810308	chr6_244180	23	+	139	17	27810202
chr6	27810436	27810486	chr6_244182	7	+	51	7	27810463
chr6	27824411	27824440	chr6_244186	4	+	30	4	27824420
chr6	27839047	27839099	chr6_244193	7	+	53	6	27839059
chr6	29942966	29943011	chr6_244279	8	+	46	8	29942976
chr6	29943289	29943336	chr6_244280	5	+	48	5	29943300
chr6	30346435	30346468	chr6_244323	4	+	34	4	30346448
chr6	30601316	30601368	chr6_255427	4	-	53	4	30601335
chr6	30702751	30702781	chr6_255492	5	-	31	5	30702759
chr6	30720343	30720487	chr6_244388	16	+	145	6	30720371
chr6	30723682	30723830	chr6_244398	5	+	149	5	30723726
chr6	31272013	31272059	chr6_255584	5	-	47	5	31272019
chr6	31536373	31536446	chr6_255617	26	-	74	16	31536388
chr6	31536577	31536649	chr6_255618	13	-	73	11	31536607
chr6	31540445	31540576	chr6_255622	12	-	132	7	31540499
chr6	31541101	31541178	chr6_255624	11	-	78	9	31541157
chr6	31623084	31623132	chr6_244550	17	+	49	17	31623106
chr6	31623136	31623210	chr6_244551	16	+	75	10	31623155
chr6	31625203	31625309	chr6_244557	12	+	107	6	31625254
chr6	31630590	31630635	chr6_244582	9	+	46	7	31630602
chr6	31632658	31632754	chr6_244605	11	+	97	6	31632679
chr6	31651683	31651776	chr6_255673	8	-	94	6	31651725
chr6	31666115	31666160	chr6_244636	6	+	46	6	31666134
chr6	31827747	31827929	chr6_244683	60	+	183	27	31827867
chr6	31829883	31830002	chr6_244685	15	+	120	7	31829907
chr6	31830008	31830082	chr6_244686	18	+	75	12	31830056
chr6	31835262	31835328	chr6_244692	32	+	67	20	31835276
chr6	31837074	31837150	chr6_244696	63	+	77	49	31837100
chr6	31884931	31884975	chr6_255789	4	-	45	4	31884950
chr6	32169376	32169447	chr6_255873	4	-	72	4	32169401
chr6	32972208	32972294	chr6_244808	9	+	87	5	32972229
chr6	32976898	32976936	chr6_244827	6	+	39	6	32976922
chr6	32981002	32981059	chr6_244849	6	+	58	5	32981010
chr6	33203038	33203097	chr6_244876	6	+	60	5	33203071
chr6	33272095	33272122	chr6_244902	6	+	28	4	33272111
chr6	33289790	33289851	chr6_244911	5	+	62	4	33289813
chr6	33292290	33292313	chr6_255991	4	-	24	4	33292306
chr6	33292429	33292451	chr6_255992	4	-	23	4	33292429
chr6	33296739	33296763	chr6_255996	4	-	25	4	33296746
chr6	33772075	33772187	chr6_256101	6	-	113	4	33772096
chr6	33916554	33916596	chr6_245069	4	+	43	4	33916572
chr6	34237203	34237267	chr6_245081	7	+	65	5	34237227
chr6	34245658	34245701	chr6_245108	7	+	44	7	34245671
chr6	35468407	35468439	chr6_245403	7	+	33	7	35468427
chr6	35468723	35468813	chr6_245406	10	+	91	6	35468798
chr6	35498027	35498059	chr6_256359	4	-	33	4	35498036
chr6	35805377	35805398	chr6_245419	4	+	22	4	35805378
chr6	36601978	36602016	chr6_245531	5	+	39	5	36601992
chr6	38702970	38703145	chr6_256780	24	-	176	11	38703002
chr6	41787707	41787739	chr6_246002	5	+	33	5	41787709
chr6	42236288	42236309	chr6_257045	6	-	22	6	42236291
chr6	43011464	43011510	chr6_246239	4	+	47	4	43011485
chr6	43179521	43179554	chr6_246420	4	+	34	4	43179535
chr6	43505722	43505755	chr6_246531	4	+	34	4	43505724
chr6	43621325	43621368	chr6_257269	4	-	44	4	43621330
chr6	43626198	43626221	chr6_246566	4	+	24	4	43626199
chr6	44114136	44114209	chr6_257391	5	-	74	4	44114198
chr6	44231423	44231456	chr6_246667	4	+	34	4	44231428
chr6	44233666	44233711	chr6_246674	4	+	46	4	44233688
chr6	44247101	44247187	chr6_246681	10	+	87	9	44247124
chr6	50298118	50298143	chr6_257671	6	-	26	6	50298119
chr6	53296394	53296419	chr6_246983	6	+	26	6	53296396
chr6	53654234	53654254	chr6_257892	4	-	21	4	53654237
chr6	57800244	57800285	chr6_247140	4	+	42	4	57800264
chr6	57856409	57856440	chr6_258083	5	-	32	5	57856423
chr6	57967734	57967753	chr6_247143	7	+	20	7	57967737
chr6	72645433	72645457	chr6_258230	4	-	25	4	72645438
chr6	73824702	73824723	chr6_247680	7	+	22	7	73824707
chr6	75243725	75243800	chr6_258308	8	-	76	6	75243762
chr6	76622154	76622179	chr6_247775	7	+	26	7	76622157
chr6	85619267	85619417	chr6_258863	5	-	151	5	85619279
chr6	85642814	85642897	chr6_258886	8	-	84	5	85642835
chr6	85677291	85677368	chr6_258893	49	-	78	30	85677304
chr6	85677586	85677655	chr6_258895	53	-	70	47	85677603
chr6	89714598	89714632	chr6_259178	5	-	35	5	89714605
chr6	103003683	103003713	chr6_259862	4	-	31	4	103003689
chr6	106653693	106653726	chr6_248551	5	+	34	5	106653701
chr6	107028563	107028590	chr6_260018	16	-	28	16	107028571
chr6	109382221	109382274	chr6_260233	7	-	54	7	109382239
chr6	109382344	109382434	chr6_260236	8	-	91	5	109382402
chr6	110358150	110358174	chr6_260325	8	-	25	8	110358154
chr6	110815241	110815282	chr6_260375	5	-	42	5	110815257
chr6	110875929	110875966	chr6_248915	4	+	38	4	110875938
chr6	110894494	110894698	chr6_248939	4	+	205	4	110894551
chr6	113857547	113857574	chr6_249159	7	+	28	7	113857549
chr6	116278553	116278590	chr6_260769	4	-	38	4	116278565
chr6	116278769	116278806	chr6_260771	4	-	38	4	116278783
chr6	119349072	119349115	chr6_261118	5	-	44	5	119349084
chr6	125979884	125979936	chr6_261301	5	-	53	5	125979904
chr6	132814731	132814782	chr6_250274	16	+	52	10	132814750
chr6	132815307	132815399	chr6_250280	40	+	93	37	132815329
chr6	132816803	132816873	chr6_250283	124	+	71	69	132816822
chr6	132817218	132817262	chr6_250285	15	+	45	15	132817237
chr6	132817263	132817349	chr6_250286	64	+	87	55	132817329
chr6	136289712	136289754	chr6_261877	5	-	43	5	136289731
chr6	136845673	136845692	chr6_261988	5	-	20	5	136845675
chr6	138693561	138693589	chr6_250592	4	+	29	4	138693562
chr6	138987685	138987706	chr6_250603	4	+	22	4	138987686
chr6	143504212	143504252	chr6_262503	5	-	41	4	143504233
chr6	144063376	144063397	chr6_262578	4	-	22	4	144063380
chr6	144216540	144216630	chr6_250883	29	+	91	22	144216598
chr6	149749837	149749907	chr6_251384	7	+	71	4	149749839
chr6	152392115	152392139	chr6_251719	4	+	25	4	152392116
chr6	156779707	156779731	chr6_263148	10	-	25	10	156779712
chr6	160034418	160034447	chr6_252551	5	+	30	5	160034419
chr6	160105006	160105040	chr6_252667	5	+	35	5	160105010
chr6	160991856	160991921	chr6_252700	5	+	66	5	160991884
chr6	162789025	162789050	chr6_263535	4	-	26	4	162789028
chr6	167826388	167826410	chr6_252907	5	+	23	5	167826391
chr6	167827185	167827237	chr6_252908	8	+	53	6	167827231
chr6	167864550	167864574	chr6_252933	6	+	25	6	167864550
chr6	168319658	168319682	chr6_263916	7	-	25	7	168319665
chr6	170535264	170535314	chr6_264168	5	-	51	5	170535287
chr6	170553184	170553292	chr6_264189	13	-	109	5	170553193
chr7	1498468	1498501	chr7_184308	5	-	34	5	1498475
chr7	2063109	2063131	chr7_172125	5	+	23	5	2063111
chr7	2354863	2355008	chr7_172138	11	+	146	6	2354933
chr7	2355110	2355161	chr7_172140	8	+	52	8	2355138
chr7	2369608	2369690	chr7_172171	8	+	83	5	2369659
chr7	2375441	2375509	chr7_172180	9	+	69	8	2375480
chr7	4766285	4766338	chr7_172802	6	+	54	5	4766303
chr7	5371201	5371250	chr7_184873	6	-	50	5	5371214
chr7	5501642	5501661	chr7_184980	5	-	20	5	5501644
chr7	5529613	5529663	chr7_185004	17	-	51	12	5529628
chr7	5530523	5530601	chr7_185007	16	-	79	7	5530539
chr7	6016949	6016994	chr7_172982	11	+	46	11	6016970
chr7	6402427	6402502	chr7_173029	7	+	76	5	6402450
chr7	6409685	6409715	chr7_185186	5	-	31	5	6409689
chr7	6484000	6484049	chr7_185234	5	-	50	5	6484023
chr7	10940015	10940136	chr7_185313	12	-	122	6	10940082
chr7	16674414	16674466	chr7_173441	4	+	53	4	16674437
chr7	22856612	22856686	chr7_173613	15	+	75	10	22856626
chr7	23531819	23531862	chr7_185824	4	-	44	4	23531842
chr7	25949919	25949943	chr7_185943	8	-	25	8	25949925
chr7	26200475	26200703	chr7_186010	30	-	229	12	26200657
chr7	26200706	26200743	chr7_186011	6	-	38	6	26200717
chr7	27096458	27096542	chr7_173833	6	+	85	4	27096515
chr7	27184435	27184463	chr7_186271	4	-	29	4	27184441
chr7	30504570	30504628	chr7_186600	4	-	59	4	30504591
chr7	30578087	30578091	chr7_174368	4	+	5	4	30578089
chr7	30579230	30579248	chr7_174369	4	+	19	4	30579230
chr7	35037374	35037403	chr7_186730	4	-	30	4	35037378
chr7	39949982	39950021	chr7_175021	4	+	40	4	39949984
chr7	44004071	44004127	chr7_187165	13	-	57	11	44004104
chr7	44004233	44004374	chr7_187167	8	-	142	6	44004342
chr7	44004542	44004631	chr7_187170	10	-	90	5	44004565
chr7	44004707	44004789	chr7_187172	8	-	83	5	44004730
chr7	44569808	44569903	chr7_187326	4	-	96	4	44569819
chr7	44581722	44581774	chr7_187371	6	-	53	5	44581733
chr7	44796684	44796758	chr7_175424	9	+	75	6	44796701
chr7	44847968	44847998	chr7_187405	4	-	31	4	44847972
chr7	44985415	44985504	chr7_187447	18	-	90	17	44985464
chr7	45104369	45104483	chr7_187468	23	-	115	12	45104443
chr7	45104905	45105013	chr7_187474	24	-	109	7	45104908
chr7	49921477	49921500	chr7_175636	5	+	24	5	49921479
chr7	53554408	53554432	chr7_175650	6	+	25	6	53554410
chr7	54544757	54544778	chr7_175655	4	+	22	4	54544759
chr7	55953191	55953230	chr7_175731	4	+	40	4	55953200
chr7	56051775	56051856	chr7_175757	8	+	82	5	56051799
chr7	56106392	56106467	chr7_187978	10	-	76	5	56106412
chr7	64979394	64979414	chr7_188019	5	-	21	5	64979397
chr7	69062602	69062642	chr7_176227	5	+	41	5	69062623
chr7	74196421	74196462	chr7_176961	6	+	42	6	74196432
chr7	74657869	74657909	chr7_177054	4	+	41	4	74657889
chr7	75410792	75410868	chr7_177114	6	+	77	4	75410844
chr7	75983817	75983856	chr7_177181	4	+	40	4	75983844
chr7	76047740	76047764	chr7_188661	4	-	25	4	76047745
chr7	76505373	76505427	chr7_177273	5	+	55	5	76505391
chr7	80595721	80595746	chr7_177464	5	+	26	5	80595723
chr7	84373563	84373585	chr7_188995	4	-	23	4	84373565
chr7	88794606	88794626	chr7_177636	4	+	21	4	88794608
chr7	92833552	92833579	chr7_189340	10	-	28	10	92833556
chr7	98881764	98881840	chr7_178386	9	+	77	6	98881813
chr7	98881845	98881886	chr7_178387	5	+	42	5	98881865
chr7	98981807	98981847	chr7_178487	5	+	41	5	98981809
chr7	99396031	99396086	chr7_189667	5	-	56	5	99396045
chr7	100091116	100091152	chr7_178774	4	+	37	4	100091138
chr7	100093812	100093838	chr7_189790	11	-	27	11	100093820
chr7	100099096	100099199	chr7_189819	8	-	104	5	100099121
chr7	100099632	100099753	chr7_189823	12	-	122	6	100099697
chr7	100101269	100101342	chr7_189828	8	-	74	6	100101300
chr7	100351482	100351584	chr7_178831	8	+	103	5	100351537
chr7	100435847	100435984	chr7_189899	6	-	138	4	100435854
chr7	100691945	100691967	chr7_190025	4	-	23	4	100691945
chr7	100817316	100817357	chr7_190065	4	-	42	4	100817336
chr7	100868766	100868866	chr7_179010	6	+	101	5	100868799
chr7	101088807	101088856	chr7_179081	4	+	50	4	101088823
chr7	102463957	102463997	chr7_190222	4	-	41	4	102463964
chr7	102467721	102467775	chr7_179458	4	+	55	4	102467745
chr7	102563666	102563705	chr7_190232	7	-	40	7	102563683
chr7	102565409	102565450	chr7_190248	5	-	42	5	102565421
chr7	102565648	102565726	chr7_190252	8	-	79	6	102565678
chr7	105001336	105001360	chr7_190347	4	-	25	4	105001340
chr7	104990231	104990257	chr7_179562	6	+	27	6	104990236
chr7	107891236	107891289	chr7_179724	4	+	54	4	107891256
chr7	111587594	111587616	chr7_191030	6	-	23	6	111587597
chr7	112288848	112288879	chr7_179784	5	+	32	5	112288854
chr7	118811158	118811180	chr7_180142	4	+	23	4	118811159
chr7	124360955	124360977	chr7_191446	5	-	23	5	124360957
chr7	127591234	127591342	chr7_180251	8	+	109	5	127591267
chr7	127701193	127701241	chr7_180280	5	+	49	5	127701211
chr7	127703259	127703293	chr7_180285	5	+	35	5	127703262
chr7	128653973	128654031	chr7_180610	4	+	59	4	128653997
chr7	128697532	128697558	chr7_180624	8	+	27	8	128697539
chr7	129770444	129770470	chr7_191722	4	-	27	4	129770448
chr7	129774965	129774988	chr7_191728	5	-	24	5	129774968
chr7	135510034	135510090	chr7_192356	6	-	57	5	135510055
chr7	139360035	139360071	chr7_181679	5	+	37	5	139360046
chr7	139360073	139360124	chr7_181680	5	+	52	5	139360093
chr7	139770301	139770326	chr7_192811	11	-	26	11	139770306
chr7	140119112	140119133	chr7_192846	4	-	22	4	140119112
chr7	140479314	140479352	chr7_192933	6	-	39	6	140479332
chr7	140673025	140673130	chr7_181794	10	+	106	5	140673055
chr7	140687092	140687201	chr7_181816	8	+	110	4	140687176
chr7	141015136	141015154	chr7_181838	4	+	19	4	141015138
chr7	143901973	143902030	chr7_193157	6	-	58	5	143901979
chr7	148941487	148941571	chr7_182375	48	+	85	43	148941548
chr7	149005986	149006053	chr7_193301	7	-	68	5	149006038
chr7	151066682	151066757	chr7_182850	7	+	76	5	151066684
chr7	151070525	151070568	chr7_182866	5	+	44	5	151070541
chr7	151071071	151071158	chr7_182869	9	+	88	5	151071105
chr7	151081339	151081417	chr7_193582	7	-	79	5	151081379
chr7	151086481	151086570	chr7_182898	7	+	90	5	151086494
chr7	155003574	155003615	chr7_183309	5	+	42	5	155003581
chr7	155207402	155207425	chr7_194159	8	-	24	8	155207405
chr7	155298264	155298357	chr7_183321	9	+	94	5	155298295
chr7	157902897	157902919	chr7_183914	4	+	23	4	157902897
chr8	8893529	8893553	chr8_428534	4	-	25	4	8893531
chr8	11762221	11762246	chr8_422111	9	+	26	9	11762226
chr8	11821837	11821878	chr8_422143	4	+	42	4	11821859
chr8	11826023	11826130	chr8_422147	4	+	108	4	11826023
chr8	11853362	11853421	chr8_428780	6	-	60	4	11853399
chr8	16349982	16350006	chr8_428871	2	-	25	2	16349983
chr8	17043435	17043467	chr8_422279	4	+	33	4	17043445
chr8	20106926	20106945	chr8_429101	3	-	20	3	20106927
chr8	22367316	22367372	chr8_422583	6	+	57	5	22367354
chr8	23068819	23068880	chr8_429237	9	-	62	7	23068859
chr8	24951982	24952011	chr8_422808	13	+	30	13	24951990
chr8	33513530	33513583	chr8_423323	13	+	54	12	33513556
chr8	37696054	37696234	chr8_423347	19	+	181	6	37696182
chr8	37697144	37697218	chr8_423351	10	+	75	5	37697163
chr8	37697226	37697350	chr8_423352	9	+	125	5	37697326
chr8	37697586	37697677	chr8_423356	13	+	92	10	37697595
chr8	37698622	37698693	chr8_423367	7	+	72	6	37698653
chr8	37699380	37699484	chr8_423376	10	+	105	5	37699435
chr8	37699498	37699570	chr8_423377	10	+	73	8	37699547
chr8	38382118	38382198	chr8_429952	9	-	81	6	38382141
chr8	38997018	38997098	chr8_423632	8	+	81	4	38997038
chr8	39042074	39042117	chr8_423647	4	+	44	4	39042114
chr8	39054480	39054498	chr8_423652	4	+	19	4	39054480
chr8	47738664	47738696	chr8_430271	3	-	33	3	47738673
chr8	47782415	47782503	chr8_430300	7	-	89	5	47782435
chr8	47837340	47837390	chr8_430381	6	-	51	6	47837361
chr8	47881969	47882053	chr8_430437	7	-	85	5	47882018
chr8	47927283	47927332	chr8_430505	5	-	50	5	47927306
chr8	47959972	47960075	chr8_430554	11	-	104	5	47959993
chr8	47966278	47966337	chr8_424160	6	+	60	5	47966300
chr8	54673866	54673887	chr8_430794	6	-	22	6	54673870
chr8	54838473	54838494	chr8_424288	4	+	22	4	54838474
chr8	54876066	54876089	chr8_424289	4	+	24	4	54876069
chr8	55842640	55842679	chr8_430824	6	-	40	6	55842649
chr8	56073836	56073901	chr8_430834	23	-	66	15	56073853
chr8	56993580	56993643	chr8_430913	5	-	64	4	56993601
chr8	61567179	61567198	chr8_424650	4	+	20	4	61567181
chr8	66113357	66113419	chr8_424744	30	+	63	28	66113388
chr8	66922474	66922551	chr8_431315	12	-	78	5	66922517
chr8	68306539	68306558	chr8_431394	5	-	20	5	68306540
chr8	69690330	69690389	chr8_431415	15	-	60	15	69690353
chr8	96494152	96494194	chr8_426001	4	+	43	4	96494161
chr8	97565533	97565559	chr8_426042	4	+	27	4	97565534
chr8	97644288	97644393	chr8_426047	8	+	106	5	97644372
chr8	97775928	97776108	chr8_426125	26	+	181	14	97776090
chr8	97805352	97805373	chr8_426133	6	+	22	6	97805352
chr8	97851670	97851723	chr8_426160	6	+	54	5	97851684
chr8	98045346	98045541	chr8_432650	12	-	196	6	98045374
chr8	100150667	100150709	chr8_426330	5	+	43	4	100150706
chr8	100718152	100718280	chr8_432810	7	-	129	7	100718273
chr8	100721390	100721449	chr8_432814	8	-	60	7	100721390
chr8	100721800	100721840	chr8_432819	6	-	41	6	100721818
chr8	107901164	107901186	chr8_433224	6	-	23	6	107901168
