#Chr	Start	End	PeakID	Tags	Strand	Length	maxHeight	Summit	regionInfo	GeneID	Symbol	Chr	GeneType	Description
chr11	65122100	65122176	chr11_49952	19	-	77	11	65122149	five_prime_UTR:0.7;intron:0.3;	ENSG00000149806.10	FAU	chr11	protein_coding	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed
chr11	129375656	129375690	chr11_39573	2	+	35	2	129375657	intergenic;	--
chr11	67585137	67585219	chr11_30830	22	+	83	13	67585188	CDS:1.0;	ENSG00000084207.15	GSTP1	chr11	protein_coding	glutathione S-transferase pi 1
chr11	62678689	62678743	chr11_48862	7	-	55	5	62678689	CDS:1.0;	ENSG00000162191.13	UBXN1	chr11	protein_coding	UBX domain protein 1
chr11	62151879	62151932	chr11_27324	7	+	54	6	62151897	CDS:1.0;	ENSG00000149503.12	INCENP	chr11	protein_coding	inner centromere protein antigens 135/155kDa
chr11	63974612	63974794	chr11_27881	42	+	183	14	63974668	five_prime_UTR:0.37;CDS:0.63;	ENSG00000176340.3	COX8A	chr11	protein_coding	cytochrome c oxidase subunit VIIIA (ubiquitous)
chr11	62625727	62625924	chr11_48711	35	-	198	12	62625736	three_prime_UTR:0.44;CDS:0.56;	ENSG00000089597.16	GANAB	chr11	protein_coding	glucosidase, alpha; neutral AB
chr11	47413701	47413741	chr11_25952	4	+	41	4	47413722	intron:1.0;	ENSG00000165915.13	SLC39A13	chr11	protein_coding	solute carrier family 39 (zinc transporter), member 13
chr11	71444015	71444135	chr11_51847	13	-	121	9	71444090	CDS:1.0;	ENSG00000172893.15	DHCR7	chr11	protein_coding	7-dehydrocholesterol reductase
chr11	65424170	65424608	chr11_28874	80	+	439	17	65424446	noncoding_exon:1.0;	ENSG00000245532.5	NEAT1	chr11	lincRNA	nuclear paraspeckle assembly transcript 1 (non-protein coding)
chr11	76380988	76381081	chr11_53229	5	-	94	4	76381031	intergenic;	--
chr11	102780595	102780615	chr11_55357	4	-	21	4	102780597	five_prime_UTR:1.0;	ENSG00000166670.9	MMP10	chr11	protein_coding	matrix metallopeptidase 10
chr11	57312760	57312789	chr11_47374	5	-	30	5	57312768	CDS:1.0;	ENSG00000149115.13	TNKS1BP1	chr11	protein_coding	tankyrase 1 binding protein 1, 182kDa
chr11	1757450	1757556	chr11_40794	12	-	107	6	1757518	five_prime_UTR:1.0;	ENSG00000250644.2	RP11-295K3.1	chr11	protein_coding		--
chr11	85664081	85664195	chr11_54198	8	-	115	5	85664126	CDS:1.0;	ENSG00000137504.13	CREBZF	chr11	protein_coding	CREB/ATF bZIP transcription factor
chr11	34052588	34052629	chr11_23912	9	+	42	9	34052606	CDS:1.0;	ENSG00000135387.19	CAPRIN1	chr11	protein_coding	cell cycle associated protein 1
chr11	62630378	62630481	chr11_48736	16	-	104	10	62630434	CDS:1.0;	ENSG00000089597.16	GANAB	chr11	protein_coding	glucosidase, alpha; neutral AB
chr11	68684514	68684636	chr11_31465	10	+	123	6	68684558	five_prime_UTR:1.0;	ENSG00000069482.6	GAL	chr11	protein_coding	galanin/GMAP prepropeptide
chr11	64321601	64321665	chr11_28286	13	+	65	13	64321632	CDS:1.0;	ENSG00000126432.13	PRDX5	chr11	protein_coding	peroxiredoxin 5
chr11	57737607	57737629	chr11_26369	4	+	23	4	57737607	CDS:1.0;	ENSG00000213593.9	TMX2	chr11	protein_coding	thioredoxin-related transmembrane protein 2
chr11	119174986	119175029	chr11_37705	4	+	44	4	119175001	CDS:1.0;	ENSG00000160703.15	NLRX1	chr11	protein_coding	NLR family member X1
chr11	61403129	61403171	chr11_48119	6	-	43	6	61403152	three_prime_UTR:1.0;	ENSG00000149532.15	CPSF7	chr11	protein_coding	cleavage and polyadenylation specific factor 7, 59kDa
chr11	62678501	62678601	chr11_48861	8	-	101	5	62678525	CDS:1.0;	ENSG00000162191.13	UBXN1	chr11	protein_coding	UBX domain protein 1
chr11	115504343	115504426	chr11_56751	7	-	84	5	115504372	five_prime_UTR:0.39;CDS:0.61;	ENSG00000182985.16	CADM1	chr11	protein_coding	cell adhesion molecule 1
chr11	93732469	93732501	chr11_54722	12	-	33	12	93732481	noncoding_exon:0.94;intron:0.06;	ENSG00000207304.1	SNORA8	chr11	snoRNA	small nucleolar RNA, H/ACA box 8
chr11	14562064	14562088	chr11_22085	6	+	25	6	14562067	antisense;	ENSG00000129084.17	PSMA1	chr11	protein_coding	proteasome (prosome, macropain) subunit, alpha type, 1
chr11	75010161	75010201	chr11_33096	4	+	41	4	75010176	three_prime_UTR:1.0;	ENSG00000162139.9	NEU3	chr11	protein_coding	sialidase 3 (membrane sialidase)
chr11	34091910	34091937	chr11_23996	5	+	28	5	34091911	CDS:1.0;	ENSG00000135387.19	CAPRIN1	chr11	protein_coding	cell cycle associated protein 1
chr11	830577	830650	chr11_40462	5	-	74	4	830632	noncoding_exon:1.0;	ENSG00000255108.1	AP006621.8	chr11	antisense		--
chr11	125604180	125604247	chr11_39228	7	+	68	5	125604219	CDS:1.0;	ENSG00000134910.12	STT3A	chr11	protein_coding	STT3A, subunit of the oligosaccharyltransferase complex (catalytic)
chr11	34118403	34118441	chr11_24049	5	+	39	5	34118408	CDS:1.0;	ENSG00000135372.8	NAT10	chr11	protein_coding	N-acetyltransferase 10 (GCN5-related)
chr11	108147269	108147292	chr11_35697	4	+	24	4	108147269	CDS:1.0;	ENSG00000075239.13	ACAT1	chr11	protein_coding	acetyl-CoA acetyltransferase 1
chr11	2396815	2396879	chr11_20014	11	+	65	9	2396855	three_prime_UTR:0.2;CDS:0.8;	ENSG00000110651.11	CD81	chr11	protein_coding	CD81 molecule
chr11	2403787	2403837	chr11_20038	4	+	51	4	2403799	three_prime_UTR:1.0;	ENSG00000184281.14	TSSC4	chr11	protein_coding	tumor suppressing subtransferable candidate 4
chr11	85663948	85664061	chr11_54197	11	-	114	5	85664013	CDS:1.0;	ENSG00000137504.13	CREBZF	chr11	protein_coding	CREB/ATF bZIP transcription factor
chr11	65629580	65629735	chr11_29337	17	+	156	7	65629621	intron:1.0;	ENSG00000213445.8	SIPA1	chr11	protein_coding	signal-induced proliferation-associated 1
chr11	93731794	93731815	chr11_34630	2	+	22	2	93731794	intergenic;	--
chr11	47488975	47489024	chr11_46961	7	-	50	5	47488991	five_prime_UTR:0.2;CDS:0.8;	ENSG00000149187.17	CELF1	chr11	protein_coding	CUGBP, Elav-like family member 1
chr11	70435606	70435695	chr11_32092	13	+	90	10	70435665	three_prime_UTR:1.0;	ENSG00000085733.15	CTTN	chr11	protein_coding	cortactin
chr11	121307716	121307747	chr11_38397	7	+	32	7	121307728	three_prime_UTR:1.0;	ENSG00000109929.9	SC5D	chr11	protein_coding	sterol-C5-desaturase
chr11	71438965	71439024	chr11_51833	10	-	60	9	71438984	CDS:1.0;	ENSG00000172893.15	DHCR7	chr11	protein_coding	7-dehydrocholesterol reductase
chr11	65444319	65444704	chr11_29082	99	+	386	19	65444650	noncoding_exon:1.0;	ENSG00000245532.5	NEAT1	chr11	lincRNA	nuclear paraspeckle assembly transcript 1 (non-protein coding)
chr11	1445738	1445814	chr11_19797	6	+	77	5	1445768	CDS:0.76;intron:0.24;	ENSG00000174672.15	BRSK2	chr11	protein_coding	BR serine/threonine kinase 2
chr11	67586388	67586649	chr11_30836	30	+	262	11	67586453	three_prime_UTR:0.28;CDS:0.72;	ENSG00000084207.15	GSTP1	chr11	protein_coding	glutathione S-transferase pi 1
chr11	687910	687930	chr11_40265	5	-	21	5	687910	CDS:1.0;	ENSG00000177030.16	DEAF1	chr11	protein_coding	DEAF1 transcription factor
chr11	6603506	6603554	chr11_41869	4	-	49	4	6603529	five_prime_UTR:1.0;	ENSG00000132275.10	RRP8	chr11	protein_coding	ribosomal RNA processing 8, methyltransferase, homolog (yeast)
chr11	65425492	65425570	chr11_28885	11	+	79	8	65425544	noncoding_exon:1.0;	ENSG00000245532.5	NEAT1	chr11	lincRNA	nuclear paraspeckle assembly transcript 1 (non-protein coding)
chr11	71435706	71435797	chr11_51820	9	-	92	6	71435714	CDS:1.0;	ENSG00000172893.15	DHCR7	chr11	protein_coding	7-dehydrocholesterol reductase
chr11	119052305	119052396	chr11_57499	9	-	92	8	119052354	CDS:1.0;	ENSG00000149428.18	HYOU1	chr11	protein_coding	hypoxia up-regulated 1
chr11	9428765	9428850	chr11_21205	14	+	86	9	9428793	intron:1.0;	ENSG00000205339.9	IPO7	chr11	protein_coding	importin 7
chr11	65628818	65628859	chr11_29333	7	+	42	7	65628837	intron:1.0;	ENSG00000213445.8	SIPA1	chr11	protein_coding	signal-induced proliferation-associated 1
chr11	2884069	2884118	chr11_41158	4	-	50	4	2884089	CDS:1.0;	ENSG00000129757.12	CDKN1C	chr11	protein_coding	cyclin-dependent kinase inhibitor 1C (p57, Kip2)
chr11	65505519	65505713	chr11_29138	62	+	195	19	65505561	noncoding_exon:1.0;	ENSG00000251562.7	MALAT1	chr11	lincRNA	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
chr11	65021746	65021823	chr11_28442	7	+	78	4	65021770	CDS:1.0;	ENSG00000213465.7	ARL2	chr11	protein_coding	ADP-ribosylation factor-like 2
chr11	66334627	66334650	chr11_29880	4	+	24	4	66334633	noncoding_exon:1.0;	ENSG00000254756.1	RP11-867G23.12	chr11	antisense		--
chr11	103120716	103120742	chr11_35216	6	+	27	6	103120719	CDS:1.0;	ENSG00000187240.13	DYNC2H1	chr11	protein_coding	dynein, cytoplasmic 2, heavy chain 1
chr11	115214701	115214746	chr11_56471	9	-	46	9	115214718	CDS:1.0;	ENSG00000182985.16	CADM1	chr11	protein_coding	cell adhesion molecule 1
chr11	674686	674730	chr11_40245	5	-	45	5	674697	CDS:1.0;	ENSG00000177030.16	DEAF1	chr11	protein_coding	DEAF1 transcription factor
chr11	66276118	66276172	chr11_29843	8	+	55	8	66276143	CDS:1.0;	ENSG00000174903.14	RAB1B	chr11	protein_coding	RAB1B, member RAS oncogene family
chr11	14644633	14644665	chr11_22096	5	+	33	5	14644635	CDS:1.0;	ENSG00000152270.8	PDE3B	chr11	protein_coding	phosphodiesterase 3B, cGMP-inhibited
chr11	61879485	61879509	chr11_48347	5	-	25	5	61879499	CDS:1.0;	ENSG00000221968.8	FADS3	chr11	protein_coding	fatty acid desaturase 3
chr11	120337104	120337146	chr11_38042	5	+	43	5	120337119	five_prime_UTR:1.0;	ENSG00000196914.8	ARHGEF12	chr11	protein_coding	Rho guanine nucleotide exchange factor (GEF) 12
chr11	60842195	60842238	chr11_26756	5	+	44	5	60842206	CDS:1.0;	ENSG00000110104.11	CCDC86	chr11	protein_coding	coiled-coil domain containing 86
chr11	108146351	108146359	chr11_35696	4	+	9	4	108146353	CDS:1.0;	ENSG00000075239.13	ACAT1	chr11	protein_coding	acetyl-CoA acetyltransferase 1
chr11	119018009	119018053	chr11_57419	12	-	45	9	119018042	CDS:1.0;	ENSG00000118181.10	RPS25	chr11	protein_coding	ribosomal protein S25
chr11	57482648	57482728	chr11_47521	4	-	81	4	57482670	intergenic;	--
chr11	70433100	70433169	chr11_32083	7	+	70	6	70433145	CDS:1.0;	ENSG00000085733.15	CTTN	chr11	protein_coding	cortactin
chr11	63681565	63681657	chr11_27577	8	+	93	5	63681579	five_prime_UTR:0.77;CDS:0.23;	ENSG00000133318.13	RTN3	chr11	protein_coding	reticulon 3
chr11	47764784	47764830	chr11_47166	5	-	47	5	47764807	intron:1.0;	ENSG00000109920.12	FNBP4	chr11	protein_coding	formin binding protein 4
chr11	65443835	65443921	chr11_29077	12	+	87	7	65443842	noncoding_exon:1.0;	ENSG00000245532.5	NEAT1	chr11	lincRNA	nuclear paraspeckle assembly transcript 1 (non-protein coding)
chr11	65505428	65505517	chr11_29137	36	+	90	27	65505456	noncoding_exon:1.0;	ENSG00000251562.7	MALAT1	chr11	lincRNA	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
chr11	1752958	1753084	chr11_40776	16	-	127	9	1753001	intron:1.0;	ENSG00000250644.2	RP11-295K3.1	chr11	protein_coding		--
chr11	63758513	63758562	chr11_27644	6	+	50	6	63758540	three_prime_UTR:1.0;	ENSG00000133318.13	RTN3	chr11	protein_coding	reticulon 3
chr11	65443209	65443333	chr11_29072	15	+	125	7	65443301	noncoding_exon:1.0;	ENSG00000245532.5	NEAT1	chr11	lincRNA	nuclear paraspeckle assembly transcript 1 (non-protein coding)
chr11	61865225	61865262	chr11_27196	5	+	38	5	61865231	CDS:1.0;	ENSG00000134824.13	FADS2	chr11	protein_coding	fatty acid desaturase 2
chr11	130143923	130143993	chr11_39749	9	+	71	5	130143961	three_prime_UTR:1.0;	ENSG00000084234.16	APLP2	chr11	protein_coding	amyloid beta (A4) precursor-like protein 2
chr11	65571486	65571543	chr11_29213	7	+	58	7	65571498	CDS:1.0;	ENSG00000173465.7	SSSCA1	chr11	protein_coding	Sjogren syndrome/scleroderma autoantigen 1
chr11	65502647	65502835	chr11_29128	39	+	189	12	65502778	noncoding_exon:1.0;	ENSG00000251562.7	MALAT1	chr11	lincRNA	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
chr11	68036564	68036621	chr11_30942	5	+	58	5	68036583	three_prime_UTR:0.49;CDS:0.51;	ENSG00000110717.10	NDUFS8	chr11	protein_coding	NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)
chr11	2377427	2377515	chr11_19943	11	+	89	7	2377483	five_prime_UTR:1.0;	ENSG00000110651.11	CD81	chr11	protein_coding	CD81 molecule
chr11	65443481	65443682	chr11_29075	24	+	202	9	65443512	noncoding_exon:1.0;	ENSG00000245532.5	NEAT1	chr11	lincRNA	nuclear paraspeckle assembly transcript 1 (non-protein coding)
chr11	67493687	67493709	chr11_51024	4	-	23	4	67493687	CDS:1.0;	ENSG00000110697.12	PITPNM1	chr11	protein_coding	phosphatidylinositol transfer protein, membrane-associated 1
chr11	67266747	67266790	chr11_30504	5	+	44	5	67266761	CDS:1.0;	ENSG00000173020.10	ADRBK1	chr11	protein_coding	adrenergic, beta, receptor kinase 1
chr11	62630703	62630801	chr11_48740	15	-	99	11	62630772	CDS:1.0;	ENSG00000089597.16	GANAB	chr11	protein_coding	glucosidase, alpha; neutral AB
chr11	18105890	18105924	chr11_44415	4	-	35	4	18105906	CDS:0.53;intron:0.47;	ENSG00000166788.9	SAAL1	chr11	protein_coding	serum amyloid A-like 1
chr11	63988660	63988703	chr11_27900	5	+	44	5	63988683	CDS:1.0;	ENSG00000167770.11	OTUB1	chr11	protein_coding	OTU deubiquitinase, ubiquitin aldehyde binding 1
chr11	679707	679769	chr11_40250	6	-	63	5	679744	CDS:1.0;	ENSG00000177030.16	DEAF1	chr11	protein_coding	DEAF1 transcription factor
chr11	62888330	62888416	chr11_27546	15	+	87	7	62888355	CDS:1.0;	ENSG00000168003.16	SLC3A2	chr11	protein_coding	solute carrier family 3 (amino acid transporter heavy chain), member 2
chr11	119094317	119094425	chr11_57533	9	-	109	6	119094365	three_prime_UTR:1.0;	ENSG00000188486.3	H2AFX	chr11	protein_coding	H2A histone family, member X
chr11	60921773	60921815	chr11_26795	7	+	43	6	60921773	CDS:1.0;	ENSG00000110108.9	TMEM109	chr11	protein_coding	transmembrane protein 109
chr11	62633004	62633101	chr11_48747	21	-	98	12	62633023	CDS:1.0;	ENSG00000089597.16	GANAB	chr11	protein_coding	glucosidase, alpha; neutral AB
chr11	57501218	57501316	chr11_47580	9	-	99	6	57501249	CDS:1.0;	ENSG00000149150.8	SLC43A1	chr11	protein_coding	solute carrier family 43 (amino acid system L transporter), member 1
chr11	57741902	57741954	chr11_26390	6	+	53	5	57741941	intron:1.0;	ENSG00000254462.1	TMX2-CTNND1	chr11	protein_coding	TMX2-CTNND1 readthrough (NMD candidate)
chr11	57712773	57712807	chr11_26355	6	+	35	6	57712801	CDS:1.0;	ENSG00000213593.9	TMX2	chr11	protein_coding	thioredoxin-related transmembrane protein 2
chr11	67610398	67610462	chr11_30862	12	+	65	11	67610422	CDS:1.0;	ENSG00000167792.11	NDUFV1	chr11	protein_coding	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa
chr11	680974	681045	chr11_40255	7	-	72	7	681010	CDS:1.0;	ENSG00000177030.16	DEAF1	chr11	protein_coding	DEAF1 transcription factor
chr11	71441376	71441423	chr11_51841	5	-	48	5	71441395	CDS:1.0;	ENSG00000172893.15	DHCR7	chr11	protein_coding	7-dehydrocholesterol reductase
chr11	10801467	10801607	chr11_42816	77	-	141	34	10801483	intron:1.0;	ENSG00000110321.15	EIF4G2	chr11	protein_coding	eukaryotic translation initiation factor 4 gamma, 2
chr11	65426253	65426472	chr11_28895	34	+	220	8	65426325	noncoding_exon:1.0;	ENSG00000245532.5	NEAT1	chr11	lincRNA	nuclear paraspeckle assembly transcript 1 (non-protein coding)
chr11	75815364	75815418	chr11_33253	5	+	55	5	75815378	five_prime_UTR:0.8;CDS:0.2;	ENSG00000198382.8	UVRAG	chr11	protein_coding	UV radiation resistance associated
chr11	104252582	104252615	chr11_35459	5	+	34	5	104252593	intergenic;	--
chr11	66362645	66362732	chr11_50554	12	-	88	9	66362687	three_prime_UTR:1.0;	ENSG00000174669.11	SLC29A2	chr11	protein_coding	solute carrier family 29 (equilibrative nucleoside transporter), member 2
chr11	67401180	67401218	chr11_50953	5	-	39	5	67401183	CDS:1.0;	ENSG00000172531.14	PPP1CA	chr11	protein_coding	protein phosphatase 1, catalytic subunit, alpha isozyme
chr11	93721793	93721866	chr11_34620	13	+	74	9	93721839	intron:1.0;	ENSG00000166004.14	CEP295	chr11	protein_coding	centrosomal protein 295kDa
chr11	125595880	125595903	chr11_39218	5	+	24	5	125595880	five_prime_UTR:1.0;	ENSG00000134910.12	STT3A	chr11	protein_coding	STT3A, subunit of the oligosaccharyltransferase complex (catalytic)
chr11	8684225	8684356	chr11_21061	60	+	132	21	8684323	intron:1.0;	ENSG00000166441.12	RPL27A	chr11	protein_coding	ribosomal protein L27a
chr11	62533159	62533193	chr11_48473	5	-	35	5	62533162	intron:1.0;	ENSG00000124942.13	AHNAK	chr11	protein_coding	AHNAK nucleoprotein
chr11	62634820	62634900	chr11_48758	13	-	81	10	62634850	CDS:1.0;	ENSG00000089597.16	GANAB	chr11	protein_coding	glucosidase, alpha; neutral AB
chr11	34096583	34096654	chr11_24002	6	+	72	5	34096601	CDS:1.0;	ENSG00000135387.19	CAPRIN1	chr11	protein_coding	cell cycle associated protein 1
chr11	65443082	65443204	chr11_29071	20	+	123	10	65443177	noncoding_exon:1.0;	ENSG00000245532.5	NEAT1	chr11	lincRNA	nuclear paraspeckle assembly transcript 1 (non-protein coding)
chr11	65854836	65854944	chr11_50314	16	-	109	7	65854852	three_prime_UTR:1.0;	ENSG00000172757.12	CFL1	chr11	protein_coding	cofilin 1 (non-muscle)
chr11	2377597	2377615	chr11_19945	10	+	19	10	2377603	CDS:1.0;	ENSG00000110651.11	CD81	chr11	protein_coding	CD81 molecule
chr11	65624550	65624588	chr11_29309	7	+	39	7	65624557	intron:1.0;	ENSG00000213445.8	SIPA1	chr11	protein_coding	signal-induced proliferation-associated 1
chr11	130143727	130143791	chr11_39746	7	+	65	6	130143745	three_prime_UTR:1.0;	ENSG00000084234.16	APLP2	chr11	protein_coding	amyloid beta (A4) precursor-like protein 2
chr11	65440994	65441091	chr11_29052	11	+	98	8	65441015	noncoding_exon:1.0;	ENSG00000245532.5	NEAT1	chr11	lincRNA	nuclear paraspeckle assembly transcript 1 (non-protein coding)
chr11	65618448	65618552	chr11_29277	10	+	105	6	65618512	intron:1.0;	ENSG00000213445.8	SIPA1	chr11	protein_coding	signal-induced proliferation-associated 1
chr11	120225744	120225792	chr11_38000	5	+	49	5	120225770	CDS:1.0;	ENSG00000184232.8	OAF	chr11	protein_coding	OAF homolog (Drosophila)
chr11	93730514	93730653	chr11_54715	16	-	140	9	93730541	noncoding_exon:0.95;intron:0.05;	ENSG00000207112.1	SNORA25	chr11	snoRNA	small nucleolar RNA, H/ACA box 25
chr11	73760921	73760978	chr11_52765	4	-	58	4	73760937	five_prime_UTR:1.0;	ENSG00000175582.19	RAB6A	chr11	protein_coding	RAB6A, member RAS oncogene family
chr11	66288954	66288995	chr11_50487	6	-	42	5	66288967	five_prime_UTR:0.24;CDS:0.76;	ENSG00000174851.14	YIF1A	chr11	protein_coding	Yip1 interacting factor homolog A (S. cerevisiae)
chr11	65438155	65438287	chr11_29018	27	+	133	13	65438183	noncoding_exon:1.0;	ENSG00000245532.5	NEAT1	chr11	lincRNA	nuclear paraspeckle assembly transcript 1 (non-protein coding)
chr11	74253524	74253563	chr11_32818	5	+	40	5	74253537	three_prime_UTR:1.0;	ENSG00000214517.8	PPME1	chr11	protein_coding	protein phosphatase methylesterase 1
chr11	65436570	65436751	chr11_29001	19	+	182	8	65436637	noncoding_exon:1.0;	ENSG00000245532.5	NEAT1	chr11	lincRNA	nuclear paraspeckle assembly transcript 1 (non-protein coding)
chr11	65427906	65428102	chr11_28908	34	+	197	9	65427914	noncoding_exon:1.0;	ENSG00000245532.5	NEAT1	chr11	lincRNA	nuclear paraspeckle assembly transcript 1 (non-protein coding)
chr11	65432595	65432639	chr11_28961	7	+	45	7	65432611	noncoding_exon:1.0;	ENSG00000245532.5	NEAT1	chr11	lincRNA	nuclear paraspeckle assembly transcript 1 (non-protein coding)
chr11	93733230	93733299	chr11_54728	43	-	70	37	93733256	noncoding_exon:1.0;	ENSG00000239195.1	SNORD5	chr11	snoRNA	small nucleolar RNA, C/D box 5
chr11	65021720	65021739	chr11_28441	4	+	20	4	65021720	CDS:1.0;	ENSG00000213465.7	ARL2	chr11	protein_coding	ADP-ribosylation factor-like 2
chr11	119054995	119055060	chr11_57510	6	-	66	5	119055046	CDS:1.0;	ENSG00000149428.18	HYOU1	chr11	protein_coding	hypoxia up-regulated 1
chr11	64765396	64765483	chr11_49572	9	-	88	6	64765454	three_prime_UTR:0.66;CDS:0.34;	ENSG00000168066.20	SF1	chr11	protein_coding	splicing factor 1
chr11	1753085	1753145	chr11_40777	7	-	61	5	1753115	intron:1.0;	ENSG00000250644.2	RP11-295K3.1	chr11	protein_coding		--
chr11	66267674	66267695	chr11_50452	4	-	22	4	66267675	noncoding_exon:1.0;	ENSG00000254762.1	RP11-867G23.2	chr11	antisense		--
chr11	86807956	86808006	chr11_34101	4	+	51	4	86807971	CDS:1.0;	ENSG00000150687.11	PRSS23	chr11	protein_coding	protease, serine, 23
chr11	72097042	72097071	chr11_52050	4	-	30	4	72097045	intron:1.0;	ENSG00000149357.9	LAMTOR1	chr11	protein_coding	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1
chr11	34105624	34105712	chr11_24029	6	+	89	5	34105692	five_prime_UTR:1.0;	ENSG00000135372.8	NAT10	chr11	protein_coding	N-acetyltransferase 10 (GCN5-related)
chr11	65438893	65439057	chr11_29028	22	+	165	7	65438911	noncoding_exon:1.0;	ENSG00000245532.5	NEAT1	chr11	lincRNA	nuclear paraspeckle assembly transcript 1 (non-protein coding)
chr11	686930	686997	chr11_40263	7	-	68	5	686988	CDS:1.0;	ENSG00000177030.16	DEAF1	chr11	protein_coding	DEAF1 transcription factor
